position,positionText,points,wins,constructorId,season,round
11,11,3,0,osella,1982,11
12,12,3,0,arrows,1982,11
13,13,1,0,fittipaldi,1982,11
14,14,0,0,march,1982,11
15,15,0,0,theodore,1982,11
16,16,0,0,toleman,1982,11
17,17,0,0,ensign,1982,11
1,1,132,8,williams,1992,11
2,2,58,3,mclaren,1992,11
3,3,51,0,benetton,1992,11
4,4,16,0,ferrari,1992,11
5,5,10,0,team_lotus,1992,11
6,6,5,0,footwork,1992,11
7,7,4,0,tyrrell,1992,11
8,8,4,0,ligier,1992,11
9,9,3,0,march,1992,11
10,10,2,0,dallara,1992,11
11,11,1,0,larrousse,1992,11
12,12,0,0,minardi,1992,11
13,13,0,0,jordan,1992,11
14,14,0,0,brabham,1992,11
15,15,0,0,fondmetal,1992,11
1,1,357,6,mercedes,2017,11
2,2,318,4,ferrari,2017,11
3,3,184,1,red_bull,2017,11
4,4,101,0,force_india,2017,11
5,5,41,0,williams,2017,11
6,6,39,0,toro_rosso,2017,11
7,7,29,0,haas,2017,11
8,8,26,0,renault,2017,11
9,9,11,0,mclaren,2017,11
10,10,5,0,sauber,2017,11
1,1,33,3,mclaren,1984,4
2,2,19,1,ferrari,1984,4
3,3,15,0,renault,1984,4
4,4,10,0,team_lotus,1984,4
5,5,9,0,williams,1984,4
6,6,6,0,alfa,1984,4
7,7,3,0,arrows,1984,4
8,8,3,0,ligier,1984,4
9,9,2,0,toleman,1984,4
10,10,0,0,spirit,1984,4
11,11,0,0,ram,1984,4
12,12,0,0,brabham,1984,4
13,13,0,0,tyrrell,1984,4
14,14,0,0,ats,1984,4
15,15,0,0,osella,1984,4
1,1,119,5,ferrari,2007,11
2,2,71,0,bmw_sauber,2007,11
3,3,33,0,renault,2007,11
4,4,20,0,williams,2007,11
5,5,16,0,red_bull,2007,11
6,6,12,0,toyota,2007,11
7,7,4,0,super_aguri,2007,11
8,8,1,0,honda,2007,11
9,9,0,0,toro_rosso,2007,11
10,10,0,0,spyker,2007,11
11,E,138,6,mclaren,2007,11
1,1,254,15,ferrari,2004,17
2,2,116,0,bar,2004,17
3,3,100,1,renault,2004,17
4,4,74,0,williams,2004,17
5,5,61,1,mclaren,2004,17
6,6,33,0,sauber,2004,17
7,7,10,0,jaguar,2004,17
8,8,9,0,toyota,2004,17
9,9,5,0,jordan,2004,17
10,10,1,0,minardi,2004,17
1,1,608,14,mercedes,2014,17
2,2,363,3,red_bull,2014,17
3,3,238,0,williams,2014,17
4,4,196,0,ferrari,2014,17
5,5,147,0,mclaren,2014,17
6,6,123,0,force_india,2014,17
7,7,30,0,toro_rosso,2014,17
8,8,10,0,lotus_f1,2014,17
9,9,2,0,marussia,2014,17
10,10,0,0,sauber,2014,17
11,11,0,0,caterham,2014,17
1,1,77,5,tyrrell,1973,12
2,2,68,5,team_lotus,1973,12
3,3,42,2,mclaren,1973,12
4,4,17,0,brabham,1973,12
5,5,12,0,ferrari,1973,12
6,6,9,0,brm,1973,12
7,7,8,0,march,1973,12
8,8,7,0,surtees,1973,12
9,9,5,0,shadow,1973,12
10,10,1,0,iso_marlboro,1973,12
11,11,1,0,tecno,1973,12
12,12,0,0,ensign,1973,12
1,1,86,6,ferrari,2002,8
2,2,54,1,williams,2002,8
3,3,33,1,mclaren,2002,8
4,4,12,0,renault,2002,8
5,5,8,0,sauber,2002,8
6,6,6,0,jordan,2002,8
7,7,3,0,jaguar,2002,8
8,8,2,0,minardi,2002,8
9,9,2,0,toyota,2002,8
10,10,2,0,arrows,2002,8
11,11,0,0,bar,2002,8
1,1,48,3,williams,1992,3
2,2,11,0,benetton,1992,3
3,3,9,0,mclaren,1992,3
4,4,5,0,ferrari,1992,3
5,5,2,0,tyrrell,1992,3
6,6,2,0,team_lotus,1992,3
7,7,1,0,footwork,1992,3
8,8,0,0,ligier,1992,3
9,9,0,0,minardi,1992,3
10,10,0,0,dallara,1992,3
11,11,0,0,larrousse,1992,3
12,12,0,0,jordan,1992,3
13,13,0,0,brabham,1992,3
1,1,695,14,mercedes,2019,19
2,2,479,3,ferrari,2019,19
3,3,366,2,red_bull,2019,19
4,4,121,0,mclaren,2019,19
5,5,83,0,renault,2019,19
6,6,65,0,racing_point,2019,19
7,7,64,0,toro_rosso,2019,19
8,8,35,0,alfa,2019,19
9,9,28,0,haas,2019,19
10,10,1,0,williams,2019,19
1,1,61,3,williams,1981,7
2,2,26,2,ferrari,1981,7
3,3,25,2,brabham,1981,7
4,4,17,0,ligier,1981,7
5,5,12,0,team_lotus,1981,7
6,6,10,0,arrows,1981,7
7,7,6,0,renault,1981,7
8,8,5,0,mclaren,1981,7
9,9,5,0,tyrrell,1981,7
10,10,4,0,ensign,1981,7
11,11,3,0,alfa,1981,7
12,12,1,0,theodore,1981,7
13,13,0,0,fittipaldi,1981,7
14,14,0,0,ats,1981,7
15,15,0,0,osella,1981,7
16,16,0,0,march,1981,7
17,17,0,0,toleman,1981,7
1,1,50,2,ferrari,1977,8
2,2,34,3,team_lotus,1977,8
3,3,32,2,wolf,1977,8
4,4,21,0,mclaren,1977,8
5,5,14,0,tyrrell,1977,8
6,6,11,0,brabham,1977,8
7,7,9,1,ligier,1977,8
8,8,8,0,fittipaldi,1977,8
9,9,4,0,shadow,1977,8
10,10,3,0,surtees,1977,8
11,11,1,0,ensign,1977,8
12,12,1,0,penske,1977,8
13,13,0,0,hesketh,1977,8
14,14,0,0,march,1977,8
15,15,0,0,lec,1977,8
16,16,0,0,brm,1977,8
1,1,48,4,mclaren,1988,4
2,2,27,0,ferrari,1988,4
3,3,9,0,team_lotus,1988,4
4,4,9,0,arrows,1988,4
5,5,4,0,benetton,1988,4
6,6,2,0,tyrrell,1988,4
7,7,1,0,williams,1988,4
8,8,0,0,larrousse,1988,4
9,9,0,0,ligier,1988,4
10,10,0,0,osella,1988,4
11,11,0,0,ags,1988,4
12,12,0,0,march,1988,4
13,13,0,0,minardi,1988,4
14,14,0,0,eurobrun,1988,4
15,15,0,0,coloni,1988,4
16,16,0,0,zakspeed,1988,4
17,17,0,0,rial,1988,4
18,18,0,0,dallara,1988,4
1,1,149,10,williams,1996,13
2,2,55,0,benetton,1996,13
3,3,48,2,ferrari,1996,13
4,4,41,0,mclaren,1996,13
5,5,15,0,jordan,1996,13
6,6,14,1,ligier,1996,13
7,7,10,0,sauber,1996,13
8,8,5,0,tyrrell,1996,13
9,9,1,0,footwork,1996,13
10,10,0,0,minardi,1996,13
11,11,0,0,forti,1996,13
1,1,117,8,williams,1986,13
2,2,75,3,mclaren,1986,13
3,3,50,2,team_lotus,1986,13
4,4,30,0,ferrari,1986,13
5,5,28,0,ligier,1986,13
6,6,10,0,benetton,1986,13
7,7,6,0,lola,1986,13
8,8,6,0,tyrrell,1986,13
9,9,2,0,brabham,1986,13
10,10,1,0,arrows,1986,13
11,11,0,0,zakspeed,1986,13
12,12,0,0,osella,1986,13
13,13,0,0,minardi,1986,13
14,14,0,0,ags,1986,13
1,1,60,6,matra-ford,1969,8
2,2,34,1,lotus-ford,1969,8
3,3,30,1,brabham-ford,1969,8
4,4,27,0,mclaren-ford,1969,8
5,5,5,0,ferrari,1969,8
6,6,2,0,brm,1969,8
7,7,0,0,cooper-maserati,1969,8
8,8,0,0,brabham-repco,1969,8
9,9,0,0,brm-ford,1969,8
1,1,129,4,williams,2003,13
2,2,121,5,ferrari,2003,13
3,3,115,2,mclaren,2003,13
4,4,78,1,renault,2003,13
5,5,15,0,bar,2003,13
6,6,15,0,jaguar,2003,13
7,7,14,0,toyota,2003,13
8,8,11,1,jordan,2003,13
9,9,9,0,sauber,2003,13
10,10,0,0,minardi,2003,13
1,1,55,4,williams,1996,4
2,2,16,0,ferrari,1996,4
3,3,13,0,benetton,1996,4
4,4,9,0,mclaren,1996,4
5,5,6,0,jordan,1996,4
6,6,3,0,tyrrell,1996,4
7,7,1,0,ligier,1996,4
8,8,1,0,footwork,1996,4
9,9,0,0,sauber,1996,4
10,10,0,0,forti,1996,4
11,11,0,0,minardi,1996,4
1,1,377,7,red_bull,2013,13
2,2,274,2,ferrari,2013,13
3,3,267,3,mercedes,2013,13
4,4,206,1,lotus_f1,2013,13
5,5,76,0,mclaren,2013,13
6,6,62,0,force_india,2013,13
7,7,31,0,toro_rosso,2013,13
8,8,19,0,sauber,2013,13
9,9,1,0,williams,2013,13
10,10,0,0,marussia,2013,13
11,11,0,0,caterham,2013,13
1,1,13,1,renault,1982,1
2,2,8,0,williams,1982,1
3,3,4,0,mclaren,1982,1
4,4,0,0,tyrrell,1982,1
5,5,0,0,team_lotus,1982,1
6,6,0,0,ats,1982,1
7,7,0,0,alfa,1982,1
8,8,0,0,march,1982,1
9,9,0,0,theodore,1982,1
10,10,0,0,fittipaldi,1982,1
11,11,0,0,ferrari,1982,1
12,12,0,0,ligier,1982,1
13,13,0,0,toleman,1982,1
14,14,0,0,brabham,1982,1
15,15,0,0,osella,1982,1
16,16,0,0,arrows,1982,1
17,17,0,0,ensign,1982,1
1,1,50,4,mclaren,1991,5
2,2,19,1,benetton,1991,5
3,3,17,0,williams,1991,5
4,4,16,0,ferrari,1991,5
5,5,11,0,tyrrell,1991,5
6,6,5,0,dallara,1991,5
7,7,5,0,jordan,1991,5
8,8,3,0,minardi,1991,5
9,9,3,0,team_lotus,1991,5
10,10,1,0,larrousse,1991,5
11,11,0,0,ligier,1991,5
12,12,0,0,lambo,1991,5
13,13,0,0,brabham,1991,5
14,14,0,0,ags,1991,5
15,15,0,0,lola,1991,5
16,16,0,0,leyton,1991,5
17,17,0,0,footwork,1991,5
18,18,0,0,fondmetal,1991,5
19,19,0,0,coloni,1991,5
1,1,118,6,mclaren,1990,15
2,2,100,6,ferrari,1990,15
3,3,62,1,benetton,1990,15
4,4,54,2,williams,1990,15
5,5,16,0,tyrrell,1990,15
6,6,11,0,larrousse,1990,15
7,7,7,0,leyton,1990,15
8,8,3,0,team_lotus,1990,15
9,9,2,0,arrows,1990,15
10,10,2,0,brabham,1990,15
11,11,0,0,ligier,1990,15
12,12,0,0,minardi,1990,15
13,13,0,0,onyx,1990,15
14,14,0,0,ags,1990,15
15,15,0,0,dallara,1990,15
16,16,0,0,osella,1990,15
17,17,0,0,eurobrun,1990,15
18,18,0,0,coloni,1990,15
19,19,0,0,life,1990,15
1,1,75,5,mclaren,1998,6
2,2,39,1,ferrari,1998,6
3,3,16,0,benetton,1998,6
4,4,16,0,williams,1998,6
5,5,4,0,arrows,1998,6
6,6,4,0,sauber,1998,6
7,7,2,0,stewart,1998,6
8,8,0,0,jordan,1998,6
9,9,0,0,minardi,1998,6
10,10,0,0,prost,1998,6
11,11,0,0,tyrrell,1998,6
1,1,144,7,renault,2005,15
2,2,136,7,mclaren,2005,15
3,3,86,1,ferrari,2005,15
4,4,78,0,toyota,2005,15
5,5,54,0,williams,2005,15
6,6,27,0,red_bull,2005,15
7,7,25,0,bar,2005,15
8,8,14,0,sauber,2005,15
9,9,11,0,jordan,2005,15
10,10,7,0,minardi,2005,15
1,1,531,12,mercedes,2015,15
2,2,359,3,ferrari,2015,15
3,3,220,0,williams,2015,15
4,4,149,0,red_bull,2015,15
5,5,92,0,force_india,2015,15
6,6,66,0,lotus_f1,2015,15
7,7,45,0,toro_rosso,2015,15
8,8,34,0,sauber,2015,15
9,9,19,0,mclaren,2015,15
10,10,0,0,manor,2015,15
1,1,61,5,team_lotus,1972,10
2,2,39,1,mclaren,1972,10
3,3,33,2,tyrrell,1972,10
4,4,29,1,ferrari,1972,10
5,5,18,0,surtees,1972,10
6,6,14,1,brm,1972,10
7,7,12,0,march,1972,10
8,8,11,0,matra,1972,10
9,9,4,0,brabham,1972,10
10,10,0,0,tecno,1972,10
11,11,0,0,connew,1972,10
12,12,0,0,politoys,1972,10
1,1,128,9,ferrari,2002,11
2,2,66,1,williams,2002,11
3,3,47,1,mclaren,2002,11
4,4,15,0,renault,2002,11
5,5,10,0,sauber,2002,11
6,6,6,0,jordan,2002,11
7,7,5,0,bar,2002,11
8,8,3,0,jaguar,2002,11
9,9,2,0,minardi,2002,11
10,10,2,0,toyota,2002,11
11,11,2,0,arrows,2002,11
1,1,246,3,red_bull,2012,11
2,2,193,3,mclaren,2012,11
3,3,192,0,lotus_f1,2012,11
4,4,189,3,ferrari,2012,11
5,5,106,1,mercedes,2012,11
6,6,80,0,sauber,2012,11
7,7,53,1,williams,2012,11
8,8,46,0,force_india,2012,11
9,9,6,0,toro_rosso,2012,11
10,10,0,0,caterham,2012,11
11,11,0,0,marussia,2012,11
12,12,0,0,hrt,2012,11
1,1,46,3,williams,1986,6
2,2,43,2,mclaren,1986,6
3,3,27,1,team_lotus,1986,6
4,4,13,0,ligier,1986,6
5,5,10,0,ferrari,1986,6
6,6,8,0,benetton,1986,6
7,7,2,0,tyrrell,1986,6
8,8,1,0,brabham,1986,6
9,9,0,0,arrows,1986,6
10,10,0,0,lola,1986,6
11,11,0,0,zakspeed,1986,6
12,12,0,0,osella,1986,6
13,13,0,0,minardi,1986,6
1,1,50,5,team_lotus,1970,9
2,2,33,1,march,1970,9
3,3,33,1,brabham,1970,9
4,4,27,0,mclaren-ford,1970,9
5,5,25,1,ferrari,1970,9
6,6,17,0,matra,1970,9
7,7,13,1,brm,1970,9
8,8,0,0,surtees,1970,9
9,9,0,0,mclaren-alfa_romeo,1970,9
10,10,0,0,tomaso,1970,9
11,11,0,0,bellasi,1970,9
1,1,17,1,benetton,1995,2
2,2,16,1,williams,1995,2
3,3,13,0,ferrari,1995,2
4,4,4,0,mclaren,1995,2
5,5,2,0,sauber,1995,2
6,6,0,0,ligier,1995,2
7,7,0,0,tyrrell,1995,2
8,8,0,0,pacific,1995,2
9,9,0,0,simtek,1995,2
10,10,0,0,forti,1995,2
1,1,72.5,6,ferrari,1975,14
2,2,54,2,brabham,1975,14
3,3,53,3,mclaren,1975,14
4,4,33,1,hesketh,1975,14
5,5,25,1,tyrrell,1975,14
6,6,9.5,0,shadow-ford,1975,14
7,7,9,0,team_lotus,1975,14
8,8,7.5,1,march,1975,14
9,9,6,0,williams,1975,14
10,10,5,0,parnelli,1975,14
11,11,3,0,hill,1975,14
12,12,2,0,penske,1975,14
13,13,1,0,ensign,1975,14
14,14,0,0,surtees,1975,14
15,15,0,0,brm,1975,14
16,16,0,0,fittipaldi,1975,14
17,17,0,0,lola,1975,14
18,18,0,0,lyncar,1975,14
19,19,0,0,shadow-matra,1975,14
20,20,0,0,maki,1975,14
1,1,76,5,renault,2005,9
2,2,63,3,mclaren,2005,9
3,3,63,1,ferrari,2005,9
4,4,47,0,williams,2005,9
5,5,47,0,toyota,2005,9
6,6,22,0,red_bull,2005,9
7,7,12,0,sauber,2005,9
8,8,11,0,jordan,2005,9
9,9,7,0,minardi,2005,9
10,10,0,0,bar,2005,9
1,1,74,3,ferrari,1997,11
2,2,72,6,williams,1997,11
3,3,46,1,benetton,1997,11
4,4,28,1,mclaren,1997,11
5,5,20,0,prost,1997,11
6,6,19,0,jordan,1997,11
7,7,12,0,sauber,1997,11
8,8,7,0,arrows,1997,11
9,9,6,0,stewart,1997,11
10,10,2,0,tyrrell,1997,11
11,11,0,0,minardi,1997,11
12,12,0,0,lola,1997,11
1,1,106,7,williams,1987,11
2,2,55,2,team_lotus,1987,11
3,3,51,2,mclaren,1987,11
4,4,20,0,ferrari,1987,11
5,5,17,0,benetton,1987,11
6,6,8,0,tyrrell,1987,11
7,7,7,0,arrows,1987,11
8,8,6,0,brabham,1987,11
9,9,2,0,zakspeed,1987,11
10,10,1,0,ligier,1987,11
11,11,1,0,larrousse,1987,11
12,12,1,0,march,1987,11
13,13,0,0,ags,1987,11
14,14,0,0,minardi,1987,11
15,15,0,0,osella,1987,11
16,16,0,0,coloni,1987,11
1,1,18,1,ferrari,1999,2
2,2,10,1,mclaren,1999,2
3,3,10,0,jordan,1999,2
4,4,7,0,williams,1999,2
5,5,3,0,benetton,1999,2
6,6,2,0,stewart,1999,2
7,7,1,0,arrows,1999,2
8,8,1,0,prost,1999,2
9,9,0,0,minardi,1999,2
1,1,9,1,mclaren,1990,1
2,2,7,0,tyrrell,1990,1
3,3,4,0,williams,1990,1
4,4,3,0,benetton,1990,1
5,5,2,0,brabham,1990,1
6,6,0,0,minardi,1990,1
7,7,0,0,larrousse,1990,1
8,8,0,0,arrows,1990,1
9,9,0,0,eurobrun,1990,1
10,10,0,0,leyton,1990,1
11,11,0,0,ferrari,1990,1
12,12,0,0,osella,1990,1
13,13,0,0,dallara,1990,1
14,14,0,0,team_lotus,1990,1
15,15,0,0,ligier,1990,1
16,16,0,0,onyx,1990,1
17,17,0,0,ags,1990,1
18,18,0,0,life,1990,1
19,19,0,0,coloni,1990,1
1,1,25,1,ferrari,1983,5
2,2,23,1,renault,1983,5
3,3,21,1,brabham,1983,5
4,4,21,1,mclaren,1983,5
5,5,21,1,williams,1983,5
6,6,4,0,arrows,1983,5
7,7,2,0,tyrrell,1983,5
8,8,1,0,alfa,1983,5
9,9,1,0,theodore,1983,5
10,10,0,0,ligier,1983,5
11,11,0,0,toleman,1983,5
12,12,0,0,ats,1983,5
13,13,0,0,team_lotus,1983,5
14,14,0,0,ram,1983,5
15,15,0,0,osella,1983,5
1,1,595,11,red_bull,2011,17
2,2,442,5,mclaren,2011,17
3,3,325,1,ferrari,2011,17
4,4,145,0,mercedes,2011,17
5,5,72,0,renault,2011,17
6,6,51,0,force_india,2011,17
7,7,41,0,sauber,2011,17
8,8,41,0,toro_rosso,2011,17
9,9,5,0,williams,2011,17
10,10,0,0,lotus_racing,2011,17
11,11,0,0,hrt,2011,17
12,12,0,0,virgin,2011,17
1,1,179,9,ferrari,2001,17
2,2,102,4,mclaren,2001,17
3,3,80,4,williams,2001,17
4,4,21,0,sauber,2001,17
5,5,19,0,jordan,2001,17
6,6,17,0,bar,2001,17
7,7,10,0,benetton,2001,17
8,8,9,0,jaguar,2001,17
9,9,4,0,prost,2001,17
10,10,1,0,arrows,2001,17
11,11,0,0,minardi,2001,17
1,1,70,6,ferrari,1976,12
2,2,52,4,mclaren,1976,12
3,3,51,1,tyrrell,1976,12
4,4,19,1,penske,1976,12
5,5,16,0,ligier,1976,12
6,6,16,0,team_lotus,1976,12
7,7,10,0,shadow,1976,12
8,8,9,0,brabham-alfa_romeo,1976,12
9,9,8,0,march,1976,12
10,10,4,0,surtees,1976,12
11,11,3,0,fittipaldi,1976,12
12,12,2,0,ensign,1976,12
13,13,1,0,parnelli,1976,12
14,14,0,0,wolf,1976,12
15,15,0,0,hesketh,1976,12
16,16,0,0,boro,1976,12
17,17,0,0,williams,1976,12
18,18,0,0,brabham-ford,1976,12
19,19,0,0,brm,1976,12
1,1,112,6,brawn,2009,9
2,2,92.5,3,red_bull,2009,9
3,3,34.5,0,toyota,2009,9
4,4,32,0,ferrari,2009,9
5,5,20.5,0,williams,2009,9
6,6,14,0,mclaren,2009,9
7,7,13,0,renault,2009,9
8,8,8,0,bmw_sauber,2009,9
9,9,5,0,toro_rosso,2009,9
10,10,0,0,force_india,2009,9
1,1,57,5,benetton,1994,6
2,2,32,0,ferrari,1994,6
3,3,25,1,williams,1994,6
4,4,11,0,jordan,1994,6
5,5,10,0,mclaren,1994,6
6,6,8,0,tyrrell,1994,6
7,7,6,0,sauber,1994,6
8,8,3,0,footwork,1994,6
9,9,3,0,minardi,1994,6
10,10,1,0,larrousse,1994,6
11,11,0,0,team_lotus,1994,6
12,12,0,0,ligier,1994,6
13,13,0,0,simtek,1994,6
14,14,0,0,pacific,1994,6
1,1,42,4,brm,1962,9
2,2,36,3,lotus-climax,1962,9
3,3,29,1,cooper-climax,1962,9
4,4,19,0,lola,1962,9
5,5,18,1,porsche,1962,9
6,6,18,0,ferrari,1962,9
7,7,6,0,brabham,1962,9
8,8,1,0,lotus-brm,1962,9
9,9,0,0,emeryson,1962,9
10,10,0,0,enb,1962,9
11,11,0,0,cooper,1962,9
12,12,0,0,lds,1962,9
13,13,0,0,cooper-alfa_romeo,1962,9
14,14,0,0,team_lotus,1962,9
15,15,0,0,gilby,1962,9
16,16,0,0,de_tomaso-alfa_romeo,1962,9
17,17,0,0,de_tomaso-osca,1962,9
18,18,0,0,tomaso,1962,9
19,19,0,0,lotus-borgward,1962,9
1,1,455,12,mercedes,2016,13
2,2,274,1,red_bull,2016,13
3,3,252,0,ferrari,2016,13
4,4,103,0,force_india,2016,13
5,5,101,0,williams,2016,13
6,6,48,0,mclaren,2016,13
7,7,45,0,toro_rosso,2016,13
8,8,28,0,haas,2016,13
9,9,6,0,renault,2016,13
10,10,1,0,manor,2016,13
11,11,0,0,sauber,2016,13
1,1,149,7,renault,2006,13
2,2,142,5,ferrari,2006,13
3,3,85,0,mclaren,2006,13
4,4,52,1,honda,2006,13
5,5,26,0,toyota,2006,13
6,6,26,0,bmw_sauber,2006,13
7,7,16,0,red_bull,2006,13
8,8,10,0,williams,2006,13
9,9,1,0,toro_rosso,2006,13
10,10,0,0,mf1,2006,13
11,11,0,0,super_aguri,2006,13
1,1,16,1,williams,1987,2
2,2,16,1,mclaren,1987,2
3,3,7,0,team_lotus,1987,2
4,4,7,0,ferrari,1987,2
5,5,2,0,zakspeed,1987,2
6,6,2,0,benetton,1987,2
7,7,0,0,tyrrell,1987,2
8,8,0,0,brabham,1987,2
9,9,0,0,larrousse,1987,2
10,10,0,0,arrows,1987,2
11,11,0,0,ags,1987,2
12,12,0,0,osella,1987,2
13,13,0,0,minardi,1987,2
14,14,0,0,march,1987,2
15,15,0,0,ligier,1987,2
1,1,287,5,mercedes,2017,9
2,2,254,3,ferrari,2017,9
3,3,152,1,red_bull,2017,9
4,4,89,0,force_india,2017,9
5,5,40,0,williams,2017,9
6,6,33,0,toro_rosso,2017,9
7,7,29,0,haas,2017,9
8,8,18,0,renault,2017,9
9,9,5,0,sauber,2017,9
10,10,2,0,mclaren,2017,9
1,1,701,14,mercedes,2019,20
2,2,479,3,ferrari,2019,20
3,3,391,3,red_bull,2019,20
4,4,140,0,mclaren,2019,20
5,5,91,0,renault,2019,20
6,6,83,0,toro_rosso,2019,20
7,7,67,0,racing_point,2019,20
8,8,57,0,alfa,2019,20
9,9,28,0,haas,2019,20
10,10,1,0,williams,2019,20
1,1,89,4,ferrari,1983,13
2,2,72,4,renault,1983,13
3,3,50,2,brabham,1983,13
4,4,36,1,williams,1983,13
5,5,34,1,mclaren,1983,13
6,6,12,1,tyrrell,1983,13
7,7,9,0,alfa,1983,13
8,8,8,0,team_lotus,1983,13
9,9,4,0,toleman,1983,13
10,10,4,0,arrows,1983,13
11,11,1,0,theodore,1983,13
12,12,0,0,ligier,1983,13
13,13,0,0,spirit,1983,13
14,14,0,0,ats,1983,13
15,15,0,0,osella,1983,13
16,16,0,0,ram,1983,13
1,1,139,10,williams,1993,13
2,2,62,0,benetton,1993,13
3,3,60,3,mclaren,1993,13
4,4,21,0,ligier,1993,13
5,5,20,0,ferrari,1993,13
6,6,12,0,team_lotus,1993,13
7,7,10,0,sauber,1993,13
8,8,7,0,minardi,1993,13
9,9,4,0,footwork,1993,13
10,10,3,0,larrousse,1993,13
11,11,0,0,jordan,1993,13
12,12,0,0,lola,1993,13
13,13,0,0,tyrrell,1993,13
1,1,338,8,mercedes,2019,8
2,2,198,0,ferrari,2019,8
3,3,137,0,red_bull,2019,8
4,4,40,0,mclaren,2019,8
5,5,32,0,renault,2019,8
6,6,19,0,racing_point,2019,8
7,7,19,0,alfa,2019,8
8,8,17,0,toro_rosso,2019,8
9,9,16,0,haas,2019,8
10,10,0,0,williams,2019,8
1,1,80,4,ferrari,1977,13
2,2,47,4,team_lotus,1977,13
3,3,42,2,wolf,1977,13
4,4,35,1,mclaren,1977,13
5,5,27,0,brabham,1977,13
6,6,16,1,ligier,1977,13
7,7,16,0,tyrrell,1977,13
8,8,13,1,shadow,1977,13
9,9,11,0,fittipaldi,1977,13
10,10,5,0,surtees,1977,13
11,11,4,0,ensign,1977,13
12,12,1,0,penske,1977,13
13,13,0,0,hesketh,1977,13
14,14,0,0,march,1977,13
15,15,0,0,lec,1977,13
16,16,0,0,brm,1977,13
17,17,0,0,renault,1977,13
18,18,0,0,mcguire,1977,13
1,1,156,9,ferrari,2000,16
2,2,153,7,mclaren,2000,16
3,3,36,0,williams,2000,16
4,4,20,0,benetton,2000,16
5,5,18,0,bar,2000,16
6,6,17,0,jordan,2000,16
7,7,7,0,arrows,2000,16
8,8,6,0,sauber,2000,16
9,9,3,0,jaguar,2000,16
10,10,0,0,minardi,2000,16
11,11,0,0,prost,2000,16
1,1,426,7,red_bull,2010,16
2,2,381,5,mclaren,2010,16
3,3,334,4,ferrari,2010,16
4,4,176,0,mercedes,2010,16
5,5,133,0,renault,2010,16
6,6,60,0,force_india,2010,16
7,7,58,0,williams,2010,16
8,8,37,0,sauber,2010,16
9,9,11,0,toro_rosso,2010,16
10,10,0,0,lotus_racing,2010,16
11,11,0,0,hrt,2010,16
12,12,0,0,virgin,2010,16
1,1,147,11,benetton,1995,16
2,2,108,4,williams,1995,16
3,3,73,1,ferrari,1995,16
4,4,27,0,mclaren,1995,16
5,5,21,0,jordan,1995,16
6,6,18,0,ligier,1995,16
7,7,18,0,sauber,1995,16
8,8,3,0,tyrrell,1995,16
9,9,1,0,footwork,1995,16
10,10,0,0,minardi,1995,16
11,11,0,0,pacific,1995,16
12,12,0,0,forti,1995,16
13,13,0,0,simtek,1995,16
1,1,36,2,williams,1993,4
2,2,26,2,mclaren,1993,4
3,3,12,0,benetton,1993,4
4,4,10,0,ligier,1993,4
5,5,7,0,team_lotus,1993,4
6,6,5,0,sauber,1993,4
7,7,5,0,minardi,1993,4
8,8,2,0,larrousse,1993,4
9,9,1,0,ferrari,1993,4
10,10,0,0,footwork,1993,4
11,11,0,0,lola,1993,4
12,12,0,0,jordan,1993,4
1,1,90,6,mclaren,1985,16
2,2,82,2,ferrari,1985,16
3,3,71,4,williams,1985,16
4,4,71,3,team_lotus,1985,16
5,5,26,1,brabham,1985,16
6,6,23,0,ligier,1985,16
7,7,16,0,renault,1985,16
8,8,14,0,arrows,1985,16
9,9,7,0,tyrrell,1985,16
10,10,0,0,osella,1985,16
11,11,0,0,minardi,1985,16
12,12,0,0,alfa,1985,16
13,13,0,0,ram,1985,16
14,14,0,0,zakspeed,1985,16
15,15,0,0,toleman,1985,16
16,16,0,0,spirit,1985,16
17,17,0,0,lola,1985,16
1,1,36,2,mclaren,1989,3
2,2,9,1,ferrari,1989,3
3,3,8,0,benetton,1989,3
4,4,5,0,brabham,1989,3
5,5,4,0,march,1989,3
6,6,4,0,arrows,1989,3
7,7,3,0,dallara,1989,3
8,8,3,0,williams,1989,3
9,9,3,0,tyrrell,1989,3
10,10,0,0,team_lotus,1989,3
11,11,0,0,ags,1989,3
12,12,0,0,ligier,1989,3
13,13,0,0,larrousse,1989,3
14,14,0,0,osella,1989,3
15,15,0,0,rial,1989,3
16,16,0,0,minardi,1989,3
17,17,0,0,zakspeed,1989,3
18,18,0,0,coloni,1989,3
19,19,0,0,eurobrun,1989,3
20,20,0,0,onyx,1989,3
1,1,142,8,williams,1992,12
2,2,64,1,benetton,1992,12
3,3,60,3,mclaren,1992,12
4,4,16,0,ferrari,1992,12
5,5,11,0,team_lotus,1992,12
6,6,5,0,footwork,1992,12
7,7,4,0,tyrrell,1992,12
8,8,4,0,ligier,1992,12
9,9,3,0,march,1992,12
10,10,2,0,dallara,1992,12
11,11,1,0,larrousse,1992,12
12,12,0,0,minardi,1992,12
13,13,0,0,jordan,1992,12
14,14,0,0,fondmetal,1992,12
15,15,0,0,brabham,1992,12
1,1,61,3,ferrari,1982,12
2,2,54,4,mclaren,1982,12
3,3,44,3,renault,1982,12
4,4,40,0,williams,1982,12
5,5,36,2,brabham,1982,12
