number,position,Q1,Q2,Q3,driverId,constructorId,season,round
26,18,1:21.454,,,kvyat,toro_rosso,2016,19
12,19,1:21.692,,,nasr,sauber,2016,19
31,20,1:21.881,,,ocon,manor,2016,19
8,21,1:21.916,,,grosjean,haas,2016,19
6,1,1:17.678,1:16.465,1:15.989,rosberg,mercedes,2014,6
44,2,1:17.823,1:16.354,1:16.048,hamilton,mercedes,2014,6
3,3,1:17.900,1:17.233,1:16.384,ricciardo,red_bull,2014,6
1,4,1:18.383,1:17.074,1:16.547,vettel,red_bull,2014,6
14,5,1:17.853,1:17.200,1:16.686,alonso,ferrari,2014,6
7,6,1:17.902,1:17.398,1:17.389,raikkonen,ferrari,2014,6
25,7,1:17.557,1:17.657,1:17.540,vergne,toro_rosso,2014,6
20,8,1:17.978,1:17.609,1:17.555,kevin_magnussen,mclaren,2014,6
26,9,1:18.616,1:17.594,1:18.090,kvyat,toro_rosso,2014,6
11,10,1:18.108,1:17.755,1:18.327,perez,force_india,2014,6
27,11,1:18.432,1:17.846,,hulkenberg,force_india,2014,6
22,12,1:17.890,1:17.988,,button,mclaren,2014,6
77,13,1:18.407,1:18.082,,bottas,williams,2014,6
8,14,1:18.335,1:18.196,,grosjean,lotus_f1,2014,6
13,15,1:18.585,1:18.356,,maldonado,lotus_f1,2014,6
19,16,1:18.209,,,massa,williams,2014,6
21,17,1:18.741,,,gutierrez,sauber,2014,6
99,18,1:18.745,,,sutil,sauber,2014,6
17,19,1:19.332,,,jules_bianchi,marussia,2014,6
4,20,1:19.928,,,chilton,marussia,2014,6
10,21,1:20.133,,,kobayashi,caterham,2014,6
9,22,1:21.732,,,ericsson,caterham,2014,6
5,1,1:35.340,1:34.454,1:35.043,massa,ferrari,2007,2
1,2,1:34.942,1:34.057,1:35.310,alonso,mclaren,2007,2
6,3,1:35.138,1:34.687,1:35.479,raikkonen,ferrari,2007,2
2,4,1:35.028,1:34.650,1:36.045,hamilton,mclaren,2007,2
9,5,1:35.617,1:35.203,1:36.543,heidfeld,bmw_sauber,2007,2
16,6,1:35.755,1:35.380,1:36.829,rosberg,williams,2007,2
10,7,1:35.294,1:34.739,1:36.839,kubica,bmw_sauber,2007,2
12,8,1:35.666,1:35.255,1:36.902,trulli,toyota,2007,2
11,9,1:35.736,1:35.595,1:37.078,ralf_schumacher,toyota,2007,2
15,10,1:35.727,1:35.579,1:37.345,webber,red_bull,2007,2
4,11,1:36.092,1:35.630,,kovalainen,renault,2007,2
3,12,1:35.879,1:35.706,,fisichella,renault,2007,2
14,13,1:35.730,1:35.766,,coulthard,red_bull,2007,2
22,14,1:36.430,1:35.945,,sato,super_aguri,2007,2
7,15,1:35.913,1:36.088,,button,honda,2007,2
18,16,1:36.140,1:36.145,,liuzzi,toro_rosso,2007,2
19,17,1:36.578,,,speed,toro_rosso,2007,2
23,18,1:36.816,,,davidson,super_aguri,2007,2
8,19,1:36.827,,,barrichello,honda,2007,2
17,20,1:37.326,,,wurz,williams,2007,2
21,21,1:38.279,,,albers,spyker,2007,2
20,22,1:38.415,,,sutil,spyker,2007,2
22,1,1:19.376,1:19.473,1:20.899,hamilton,mclaren,2008,11
23,2,1:19.945,1:19.480,1:21.140,kovalainen,mclaren,2008,11
2,3,1:19.578,1:19.068,1:21.191,massa,ferrari,2008,11
4,4,1:20.053,1:19.776,1:21.281,kubica,bmw_sauber,2008,11
12,5,1:19.980,1:19.246,1:21.326,glock,toyota,2008,11
1,6,1:20.006,1:19.546,1:21.516,raikkonen,ferrari,2008,11
5,7,1:20.229,1:19.816,1:21.698,alonso,renault,2008,11
10,8,1:20.073,1:20.046,1:21.732,webber,red_bull,2008,11
11,9,1:19.942,1:19.486,1:21.767,trulli,toyota,2008,11
6,10,1:20.583,1:20.131,1:22.371,piquet_jr,renault,2008,11
15,11,1:20.157,1:20.144,,vettel,toro_rosso,2008,11
16,12,1:20.888,1:20.332,,button,honda,2008,11
9,13,1:20.505,1:20.502,,coulthard,red_bull,2008,11
14,14,1:20.640,1:20.963,,bourdais,toro_rosso,2008,11
7,15,1:20.748,,,rosberg,williams,2008,11
3,16,1:21.045,,,heidfeld,bmw_sauber,2008,11
8,17,1:21.085,,,nakajima,williams,2008,11
17,18,1:21.332,,,barrichello,honda,2008,11
21,19,1:21.670,,,fisichella,force_india,2008,11
20,20,1:22.113,,,sutil,force_india,2008,11
3,1,1:21.598,,,villeneuve,williams,1997,9
4,2,1:21.732,,,frentzen,williams,1997,9
9,3,1:21.797,,,hakkinen,mclaren,1997,9
5,4,1:21.977,,,michael_schumacher,ferrari,1997,9
11,5,1:22.277,,,ralf_schumacher,jordan,1997,9
10,6,1:22.279,,,coulthard,mclaren,1997,9
6,7,1:22.342,,,irvine,ferrari,1997,9
8,8,1:22.344,,,wurz,benetton,1997,9
16,9,1:22.368,,,herbert,sauber,1997,9
12,10,1:22.371,,,fisichella,jordan,1997,9
17,11,1:22.392,,,alesi,benetton,1997,9
1,12,1:23.271,,,damon_hill,arrows,1997,9
14,13,1:23.366,,,trulli,prost,1997,9
15,14,1:23.887,,,nakano,prost,1997,9
23,15,1:24.067,,,magnussen,stewart,1997,9
2,16,1:24.239,,,diniz,arrows,1997,9
19,17,1:24.478,,,salo,tyrrell,1997,9
20,18,1:24.553,,,katayama,minardi,1997,9
18,19,1:25.010,,,verstappen,tyrrell,1997,9
21,20,1:25.154,,,marques,minardi,1997,9
22,21,1:25.525,,,barrichello,stewart,1997,9
17,22,,,,fontana,sauber,1997,9
5,1,1:12.538,1:12.505,1:11.212,vettel,ferrari,2018,11
77,2,1:12.962,1:12.152,1:11.416,bottas,mercedes,2018,11
7,3,1:12.505,1:12.336,1:11.547,raikkonen,ferrari,2018,11
33,4,1:13.127,1:12.188,1:11.822,max_verstappen,red_bull,2018,11
20,5,1:13.105,1:12.523,1:12.200,kevin_magnussen,haas,2018,11
8,6,1:12.986,1:12.722,1:12.544,grosjean,haas,2018,11
27,7,1:13.479,1:12.946,1:12.560,hulkenberg,renault,2018,11
55,8,1:13.324,1:13.032,1:12.692,sainz,renault,2018,11
16,9,1:13.077,1:12.995,1:12.717,leclerc,sauber,2018,11
11,10,1:13.427,1:13.072,1:12.774,perez,force_india,2018,11
14,11,1:13.614,1:13.657,,alonso,mclaren,2018,11
35,12,1:13.708,1:13.702,,sirotkin,williams,2018,11
9,13,1:13.562,1:13.736,,ericsson,sauber,2018,11
44,14,1:13.012,,,hamilton,mercedes,2018,11
3,15,1:13.318,,,ricciardo,red_bull,2018,11
31,16,1:13.720,,,ocon,force_india,2018,11
10,17,1:13.749,,,gasly,toro_rosso,2018,11
28,18,1:14.045,,,brendon_hartley,toro_rosso,2018,11
18,19,1:14.206,,,stroll,williams,2018,11
2,20,1:14.401,,,vandoorne,mclaren,2018,11
16,1,1:28.495,1:28.046,1:27.866,leclerc,ferrari,2019,2
5,2,1:28.733,1:28.356,1:28.160,vettel,ferrari,2019,2
44,3,1:29.262,1:28.578,1:28.190,hamilton,mercedes,2019,2
77,4,1:29.498,1:28.830,1:28.256,bottas,mercedes,2019,2
33,5,1:29.579,1:29.109,1:28.752,max_verstappen,red_bull,2019,2
20,6,1:29.532,1:29.017,1:28.757,kevin_magnussen,haas,2019,2
55,7,1:29.528,1:29.055,1:28.813,sainz,mclaren,2019,2
8,8,1:29.688,1:29.249,1:29.015,grosjean,haas,2019,2
7,9,1:29.959,1:29.471,1:29.022,raikkonen,alfa,2019,2
4,10,1:29.381,1:29.258,1:29.043,norris,mclaren,2019,2
3,11,1:29.859,1:29.488,,ricciardo,renault,2019,2
23,12,1:29.514,1:29.513,,albon,toro_rosso,2019,2
10,13,1:29.900,1:29.526,,gasly,red_bull,2019,2
11,14,1:29.893,1:29.756,,perez,racing_point,2019,2
26,15,1:29.876,1:29.854,,kvyat,toro_rosso,2019,2
99,16,1:30.026,,,giovinazzi,alfa,2019,2
27,17,1:30.034,,,hulkenberg,renault,2019,2
18,18,1:30.217,,,stroll,racing_point,2019,2
63,19,1:31.759,,,russell,williams,2019,2
88,20,1:31.799,,,kubica,williams,2019,2
5,1,1:55.029,1:53.883,1:54.101,vettel,red_bull,2010,1
7,2,1:55.313,1:54.331,1:54.242,massa,ferrari,2010,1
8,3,1:54.612,1:54.172,1:54.608,alonso,ferrari,2010,1
2,4,1:55.341,1:54.707,1:55.217,hamilton,mclaren,2010,1
4,5,1:55.463,1:54.682,1:55.241,rosberg,mercedes,2010,1
6,6,1:55.298,1:54.318,1:55.284,webber,red_bull,2010,1
3,7,1:55.593,1:55.105,1:55.524,michael_schumacher,mercedes,2010,1
1,8,1:55.715,1:55.168,1:55.672,button,mclaren,2010,1
11,9,1:55.511,1:54.963,1:55.885,kubica,renault,2010,1
14,10,1:55.213,1:54.996,1:56.309,sutil,force_india,2010,1
9,11,1:55.969,1:55.330,,barrichello,williams,2010,1
15,12,1:55.628,1:55.623,,liuzzi,force_india,2010,1
10,13,1:56.375,1:55.857,,hulkenberg,williams,2010,1
22,14,1:56.428,1:56.237,,rosa,sauber,2010,1
16,15,1:56.189,1:56.265,,buemi,toro_rosso,2010,1
23,16,1:56.541,1:56.270,,kobayashi,sauber,2010,1
12,17,1:56.167,1:56.619,,petrov,renault,2010,1
17,18,1:57.071,,,alguersuari,toro_rosso,2010,1
24,19,1:59.728,,,glock,virgin,2010,1
18,20,1:59.852,,,trulli,lotus_racing,2010,1
19,21,2:00.313,,,kovalainen,lotus_racing,2010,1
25,22,2:00.587,,,grassi,virgin,2010,1
21,23,2:03.204,,,bruno_senna,hrt,2010,1
20,24,2:04.904,,,chandhok,hrt,2010,1
1,1,1:17.762,,,michael_schumacher,ferrari,2003,5
2,2,1:18.020,,,barrichello,ferrari,2003,5
8,3,1:18.233,,,alonso,renault,2003,5
7,4,1:18.615,,,trulli,renault,2003,5
17,5,1:18.704,,,button,bar,2003,5
20,6,1:18.811,,,panis,toyota,2003,5
4,7,1:19.006,,,ralf_schumacher,williams,2003,5
5,8,1:19.128,,,coulthard,mclaren,2003,5
3,9,1:19.377,,,montoya,williams,2003,5
10,10,1:19.427,,,frentzen,sauber,2003,5
16,11,1:19.563,,,villeneuve,bar,2003,5
14,12,1:19.615,,,webber,jaguar,2003,5
21,13,1:19.623,,,matta,toyota,2003,5
9,14,1:19.646,,,heidfeld,sauber,2003,5
12,15,1:20.215,,,firman,jordan,2003,5
15,16,1:20.308,,,pizzonia,jaguar,2003,5
11,17,1:20.976,,,fisichella,jordan,2003,5
18,18,1:22.104,,,wilson,minardi,2003,5
19,19,1:22.237,,,verstappen,minardi,2003,5
6,20,,,,raikkonen,mclaren,2003,5
77,1,1:25.750,1:25.672,1:25.093,bottas,mercedes,2019,10
44,2,1:25.513,1:25.840,1:25.099,hamilton,mercedes,2019,10
16,3,1:25.533,1:25.546,1:25.172,leclerc,ferrari,2019,10
33,4,1:25.700,1:25.848,1:25.276,max_verstappen,red_bull,2019,10
10,5,1:26.273,1:26.038,1:25.590,gasly,red_bull,2019,10
5,6,1:25.898,1:26.023,1:25.787,vettel,ferrari,2019,10
3,7,1:26.428,1:26.283,1:26.182,ricciardo,renault,2019,10
4,8,1:26.079,1:26.385,1:26.224,norris,mclaren,2019,10
23,9,1:26.482,1:26.403,1:26.345,albon,toro_rosso,2019,10
27,10,1:26.568,1:26.397,1:26.386,hulkenberg,renault,2019,10
99,11,1:26.449,1:26.519,,giovinazzi,alfa,2019,10
7,12,1:26.558,1:26.546,,raikkonen,alfa,2019,10
55,13,1:26.203,1:26.578,,sainz,mclaren,2019,10
8,14,1:26.347,1:26.757,,grosjean,haas,2019,10
11,15,1:26.649,1:26.928,,perez,racing_point,2019,10
20,16,1:26.662,,,kevin_magnussen,haas,2019,10
26,17,1:26.721,,,kvyat,toro_rosso,2019,10
18,18,1:26.762,,,stroll,racing_point,2019,10
63,19,1:27.789,,,russell,williams,2019,10
88,20,1:28.257,,,kubica,williams,2019,10
7,1,1:21.313,1:20.826,1:21.569,alonso,renault,2009,10
15,2,1:21.178,1:20.604,1:21.607,vettel,red_bull,2009,10
14,3,1:20.964,1:20.358,1:21.741,webber,red_bull,2009,10
1,4,1:20.842,1:20.465,1:21.839,hamilton,mclaren,2009,10
16,5,1:20.793,1:20.862,1:21.890,rosberg,williams,2009,10
2,6,1:21.659,1:20.807,1:22.095,kovalainen,mclaren,2009,10
4,7,1:21.500,1:20.647,1:22.468,raikkonen,ferrari,2009,10
22,8,1:21.471,1:20.707,1:22.511,button,brawn,2009,10
17,9,1:21.407,1:20.570,1:22.835,nakajima,williams,2009,10
3,10,1:21.420,1:20.823,,massa,ferrari,2009,10
12,11,1:21.571,1:21.002,,buemi,toro_rosso,2009,10
9,12,1:21.416,1:21.082,,trulli,toyota,2009,10
23,13,1:21.558,1:21.222,,barrichello,brawn,2009,10
10,14,1:21.584,1:21.242,,glock,toyota,2009,10
8,15,1:21.278,1:21.389,,piquet_jr,renault,2009,10
6,16,1:21.738,,,heidfeld,bmw_sauber,2009,10
21,17,1:21.807,,,fisichella,force_india,2009,10
20,18,1:21.868,,,sutil,force_india,2009,10
5,19,1:21.901,,,kubica,bmw_sauber,2009,10
11,20,1:22.359,,,alguersuari,toro_rosso,2009,10
77,1,1:31.041,1:29.555,1:28.769,bottas,mercedes,2017,3
44,2,1:30.814,1:29.535,1:28.792,hamilton,mercedes,2017,3
5,3,1:31.037,1:29.596,1:29.247,vettel,ferrari,2017,3
3,4,1:31.667,1:30.497,1:29.545,ricciardo,red_bull,2017,3
7,5,1:30.988,1:29.843,1:29.567,raikkonen,ferrari,2017,3
33,6,1:30.904,1:30.307,1:29.687,max_verstappen,red_bull,2017,3
27,7,1:31.057,1:30.169,1:29.842,hulkenberg,renault,2017,3
19,8,1:31.373,1:30.677,1:30.074,massa,williams,2017,3
8,9,1:31.691,1:30.857,1:30.763,grosjean,haas,2017,3
30,10,1:31.458,1:30.899,1:31.074,jolyon_palmer,renault,2017,3
26,11,1:31.531,1:30.923,,kvyat,toro_rosso,2017,3
18,12,1:31.748,1:31.168,,stroll,williams,2017,3
94,13,1:31.995,1:31.414,,wehrlein,sauber,2017,3
31,14,1:31.774,1:31.684,,ocon,force_india,2017,3
14,15,1:32.054,,,alonso,mclaren,2017,3
55,16,1:32.118,,,sainz,toro_rosso,2017,3
2,17,1:32.313,,,vandoorne,mclaren,2017,3
11,18,1:32.318,,,perez,force_india,2017,3
9,19,1:32.543,,,ericsson,sauber,2017,3
20,20,1:32.900,,,kevin_magnussen,haas,2017,3
1,1,1:28.351,,,michael_schumacher,ferrari,2004,7
10,2,1:28.986,,,sato,bar,2004,7
7,3,1:29.135,,,trulli,renault,2004,7
6,4,1:29.137,,,raikkonen,mclaren,2004,7
9,5,1:29.245,,,button,bar,2004,7
8,6,1:29.313,,,alonso,renault,2004,7
2,7,1:29.353,,,barrichello,ferrari,2004,7
3,8,1:29.354,,,montoya,williams,2004,7
4,9,1:29.459,,,ralf_schumacher,williams,2004,7
17,10,1:29.697,,,panis,toyota,2004,7
16,11,1:29.706,,,matta,toyota,2004,7
15,12,1:31.431,,,klien,jaguar,2004,7
18,13,1:31.604,,,heidfeld,jordan,2004,7
14,14,1:31.797,,,webber,jaguar,2004,7
19,15,1:31.979,,,pantano,jordan,2004,7
12,16,1:31.982,,,massa,sauber,2004,7
21,17,1:34.398,,,baumgartner,minardi,2004,7
5,18,,,,coulthard,mclaren,2004,7
11,19,,,,fisichella,sauber,2004,7
20,20,,,,bruni,minardi,2004,7
9,1,1:33.364,1:32.867,1:32.330,rosberg,mercedes,2013,4
1,2,1:33.327,1:32.746,1:32.584,vettel,red_bull,2013,4
3,3,1:32.878,1:33.316,1:32.667,alonso,ferrari,2013,4
10,4,1:33.498,1:33.346,1:32.762,hamilton,mercedes,2013,4
2,5,1:33.966,1:33.098,1:33.078,webber,red_bull,2013,4
4,6,1:33.780,1:33.358,1:33.207,massa,ferrari,2013,4
14,7,1:33.762,1:33.335,1:33.235,resta,force_india,2013,4
15,8,1:34.048,1:33.378,1:33.246,sutil,force_india,2013,4
7,9,1:33.827,1:33.146,1:33.327,raikkonen,lotus_f1,2013,4
5,10,1:34.071,1:33.702,,button,mclaren,2013,4
8,11,1:33.498,1:33.762,,grosjean,lotus_f1,2013,4
6,12,1:34.310,1:33.914,,perez,mclaren,2013,4
19,13,1:34.120,1:33.974,,ricciardo,toro_rosso,2013,4
11,14,1:34.409,1:33.976,,hulkenberg,sauber,2013,4
17,15,1:34.425,1:34.105,,bottas,williams,2013,4
18,16,1:34.314,1:34.284,,vergne,toro_rosso,2013,4
16,17,1:34.425,,,maldonado,williams,2013,4
12,18,1:34.730,,,gutierrez,sauber,2013,4
20,19,1:35.283,,,pic,caterham,2013,4
22,20,1:36.178,,,jules_bianchi,marussia,2013,4
21,21,1:36.304,,,garde,caterham,2013,4
23,22,1:36.476,,,chilton,marussia,2013,4
15,1,1:36.565,1:35.130,1:36.184,vettel,red_bull,2009,3
7,2,1:36.443,1:35.803,1:36.381,alonso,renault,2009,3
14,3,1:35.751,1:35.173,1:36.466,webber,red_bull,2009,3
23,4,1:35.701,1:35.503,1:36.493,barrichello,brawn,2009,3
22,5,1:35.533,1:35.556,1:36.532,button,brawn,2009,3
9,6,1:36.308,1:35.645,1:36.835,trulli,toyota,2009,3
16,7,1:35.941,1:35.809,1:37.397,rosberg,williams,2009,3
4,8,1:36.137,1:35.856,1:38.089,raikkonen,ferrari,2009,3
1,9,1:35.776,1:35.740,1:38.595,hamilton,mclaren,2009,3
12,10,1:36.284,1:35.965,1:39.321,buemi,toro_rosso,2009,3
6,11,1:36.525,1:35.975,,heidfeld,bmw_sauber,2009,3
2,12,1:36.646,1:36.032,,kovalainen,mclaren,2009,3
3,13,1:36.178,1:36.033,,massa,ferrari,2009,3
10,14,1:36.364,1:36.066,,glock,toyota,2009,3
17,15,1:36.673,1:36.193,,nakajima,williams,2009,3
11,16,1:36.906,,,bourdais,toro_rosso,2009,3
8,17,1:36.908,,,piquet_jr,renault,2009,3
5,18,1:36.966,,,kubica,bmw_sauber,2009,3
20,19,1:37.669,,,sutil,force_india,2009,3
11,20,1:37.672,,,fisichella,force_india,2009,3
5,1,1:28.124,,,damon_hill,williams,1995,8
1,2,1:28.397,,,michael_schumacher,benetton,1995,8
6,3,1:28.947,,,coulthard,williams,1995,8
28,4,1:29.657,,,berger,ferrari,1995,8
2,5,1:29.867,,,herbert,benetton,1995,8
27,6,1:29.874,,,alesi,ferrari,1995,8
15,7,1:30.083,,,irvine,jordan,1995,8
8,8,1:30.140,,,hakkinen,mclaren,1995,8
14,9,1:30.354,,,barrichello,jordan,1995,8
7,10,1:30.453,,,blundell,mclaren,1995,8
25,11,1:30.946,,,brundle,ligier,1995,8
30,12,1:31.602,,,frentzen,sauber,1995,8
26,13,1:31.842,,,panis,ligier,1995,8
3,14,1:32.087,,,katayama,tyrrell,1995,8
23,15,1:32.259,,,martini,minardi,1995,8
29,16,1:33.166,,,boullion,sauber,1995,8
9,17,1:34.154,,,papis,footwork,1995,8
24,18,1:34.556,,,badoer,minardi,1995,8
10,19,1:35.323,,,inoue,footwork,1995,8
21,20,1:36.023,,,diniz,forti,1995,8
16,21,1:36.076,,,gachot,pacific,1995,8
22,22,1:36.651,,,moreno,forti,1995,8
3,23,1:48.639,,,salo,tyrrell,1995,8
17,24,1:52.398,,,montermini,pacific,1995,8
5,1,1:29.848,1:32.054,,alonso,renault,2005,3
1,2,1:30.237,1:32.120,,michael_schumacher,ferrari,2005,3
16,3,1:29.993,1:32.667,,trulli,toyota,2005,3
8,4,1:30.390,1:32.827,,heidfeld,williams,2005,3
7,5,1:30.592,1:32.670,,webber,williams,2005,3
17,6,1:30.952,1:32.319,,ralf_schumacher,toyota,2005,3
15,7,1:30.646,1:32.723,,klien,red_bull,2005,3
10,8,1:30.725,1:32.648,,rosa,mclaren,2005,3
9,9,1:30.594,1:32.930,,raikkonen,mclaren,2005,3
6,10,1:30.445,1:33.320,,fisichella,renault,2005,3
3,11,1:30.957,1:33.391,,button,bar,2005,3
12,12,1:30.933,1:34.269,,massa,sauber,2005,3
4,13,1:31.113,1:34.450,,sato,bar,2005,3
14,14,1:31.211,1:34.633,,coulthard,red_bull,2005,3
2,15,1:31.826,1:35.867,,barrichello,ferrari,2005,3
11,16,1:32.318,1:35.665,,villeneuve,sauber,2005,3
18,17,1:33.424,1:36.004,,monteiro,jordan,2005,3
19,18,1:33.190,1:36.953,,karthikeyan,jordan,2005,3
21,19,1:34.005,1:36.417,,albers,minardi,2005,3
20,20,1:34.848,1:36.413,,friesacher,minardi,2005,3
44,1,1:14.121,1:13.076,1:12.812,hamilton,mercedes,2016,7
6,2,1:13.714,1:13.094,1:12.874,rosberg,mercedes,2016,7
5,3,1:13.925,1:13.857,1:12.990,vettel,ferrari,2016,7
3,4,1:14.030,1:13.540,1:13.166,ricciardo,red_bull,2016,7
33,5,1:14.601,1:13.793,1:13.414,max_verstappen,red_bull,2016,7
7,6,1:14.477,1:13.849,1:13.579,raikkonen,ferrari,2016,7
77,7,1:14.389,1:13.791,1:13.670,bottas,williams,2016,7
19,8,1:14.815,1:13.864,1:13.769,massa,williams,2016,7
27,9,1:14.663,1:14.166,1:13.952,hulkenberg,force_india,2016,7
14,10,1:15.026,1:14.260,1:14.338,alonso,mclaren,2016,7
11,11,1:14.814,1:14.317,,perez,force_india,2016,7
22,12,1:14.755,1:14.437,,button,mclaren,2016,7
26,13,1:14.829,1:14.457,,kvyat,toro_rosso,2016,7
21,14,1:15.148,1:14.571,,gutierrez,haas,2016,7
8,15,1:15.444,1:14.803,,grosjean,haas,2016,7
55,16,1:14.714,1:21.956,,sainz,toro_rosso,2016,7
30,17,1:15.459,,,jolyon_palmer,renault,2016,7
94,18,1:15.599,,,wehrlein,manor,2016,7
9,19,1:15.635,,,ericsson,sauber,2016,7
12,20,1:16.663,,,nasr,sauber,2016,7
88,21,1:17.052,,,haryanto,manor,2016,7
5,1,1:17.665,1:16.870,1:16.488,vettel,ferrari,2017,18
33,2,1:17.630,1:16.524,1:16.574,max_verstappen,red_bull,2017,18
44,3,1:17.518,1:17.035,1:16.934,hamilton,mercedes,2017,18
77,4,1:17.578,1:17.161,1:16.958,bottas,mercedes,2017,18
7,5,1:18.148,1:17.534,1:17.238,raikkonen,ferrari,2017,18
31,6,1:18.336,1:17.827,1:17.437,ocon,force_india,2017,18
3,7,1:18.208,1:17.631,1:17.447,ricciardo,red_bull,2017,18
27,8,1:18.322,1:17.792,1:17.466,hulkenberg,renault,2017,18
55,9,1:18.405,1:17.753,1:17.794,sainz,renault,2017,18
11,10,1:18.020,1:17.868,1:17.807,perez,force_india,2017,18
19,11,1:18.570,1:18.099,,massa,williams,2017,18
18,12,1:18.902,1:19.159,,stroll,williams,2017,18
28,13,1:18.683,,,brendon_hartley,toro_rosso,2017,18
14,14,1:17.710,,,alonso,mclaren,2017,18
2,15,1:18.578,,,vandoorne,mclaren,2017,18
9,16,1:19.176,,,ericsson,sauber,2017,18
94,17,1:19.333,,,wehrlein,sauber,2017,18
20,18,1:19.443,,,kevin_magnussen,haas,2017,18
8,19,1:19.473,,,grosjean,haas,2017,18
22,1,1:16.909,1:17.034,1:17.886,hamilton,mclaren,2008,7
4,2,1:17.471,1:17.679,1:18.498,kubica,bmw_sauber,2008,7
1,3,1:17.301,1:17.364,1:18.735,raikkonen,ferrari,2008,7
5,4,1:17.415,1:17.488,1:18.746,alonso,renault,2008,7
7,5,1:17.991,1:17.891,1:18.844,rosberg,williams,2008,7
2,6,1:17.231,1:17.353,1:19.048,massa,ferrari,2008,7
23,7,1:17.287,1:17.684,1:19.089,kovalainen,mclaren,2008,7
3,8,1:18.082,1:17.781,1:19.633,heidfeld,bmw_sauber,2008,7
17,9,1:18.256,1:18.020,1:20.848,barrichello,honda,2008,7
10,10,1:17.582,1:17.523,,webber,red_bull,2008,7
12,11,1:18.321,1:18.031,,glock,toyota,2008,7
8,12,1:17.638,1:18.062,,nakajima,williams,2008,7
9,13,1:18.168,1:18.238,,coulthard,red_bull,2008,7
11,14,1:18.039,1:18.327,,trulli,toyota,2008,7
6,15,1:18.505,1:18.393,,piquet_jr,renault,2008,7
14,16,1:18.916,,,bourdais,toro_rosso,2008,7
20,17,1:19.108,,,sutil,force_india,2008,7
21,18,1:19.165,,,fisichella,force_india,2008,7
16,19,1:23.565,,,button,honda,2008,7
15,20,,,,vettel,toro_rosso,2008,7
14,1,2:21.163,,,barrichello,jordan,1994,11
5,2,2:21.494,,,michael_schumacher,benetton,1994,11
0,3,2:21.681,,,damon_hill,williams,1994,11
15,4,2:22.074,,,irvine,jordan,1994,11
27,5,2:22.202,,,alesi,ferrari,1994,11
6,6,2:22.218,,,verstappen,benetton,1994,11
2,7,2:22.359,,,coulthard,williams,1994,11
7,8,2:22.441,,,hakkinen,mclaren,1994,11
30,9,2:22.634,,,frentzen,sauber,1994,11
23,10,2:23.326,,,martini,minardi,1994,11
28,11,2:23.895,,,berger,ferrari,1994,11
4,12,2:24.048,,,blundell,tyrrell,1994,11
8,13,2:24.117,,,brundle,mclaren,1994,11
10,14,2:25.114,,,morbidelli,footwork,1994,11
29,15,2:25.695,,,cesaris,sauber,1994,11
25,16,2:26.044,,,bernard,ligier,1994,11
26,17,2:26.079,,,panis,ligier,1994,11
24,18,2:26.738,,,alboreto,minardi,1994,11
19,19,2:26.901,,,alliot,larrousse,1994,11
12,20,2:27.155,,,herbert,team_lotus,1994,11
31,21,2:27.212,,,brabham,simtek,1994,11
20,22,2:28.156,,,comas,larrousse,1994,11
3,23,2:28.979,,,katayama,tyrrell,1994,11
9,24,2:30.931,,,fittipaldi,footwork,1994,11
32,25,2:31.755,,,gounon,simtek,1994,11
11,26,2:33.885,,,adams,team_lotus,1994,11
6,1,1:32.371,,,villeneuve,williams,1996,1
5,2,1:32.509,,,damon_hill,williams,1996,1
2,3,1:32.889,,,irvine,ferrari,1996,1
1,4,1:33.125,,,michael_schumacher,ferrari,1996,1
7,5,1:34.054,,,hakkinen,mclaren,1996,1
3,6,1:34.257,,,alesi,benetton,1996,1
4,7,1:34.344,,,berger,benetton,1996,1
11,8,1:34.474,,,barrichello,jordan,1996,1
15,9,1:34.494,,,frentzen,sauber,1996,1
19,10,1:34.832,,,salo,tyrrell,1996,1
9,11,1:35.330,,,panis,ligier,1996,1
17,12,1:35.338,,,verstappen,footwork,1996,1
8,13,1:35.351,,,coulthard,mclaren,1996,1
14,14,1:35.453,,,herbert,sauber,1996,1
18,15,1:35.715,,,katayama,tyrrell,1996,1
21,16,1:35.898,,,fisichella,minardi,1996,1
20,17,1:36.109,,,lamy,minardi,1996,1
16,18,1:36.198,,,rosset,footwork,1996,1
12,19,1:36.286,,,brundle,jordan,1996,1
10,20,1:36.298,,,diniz,ligier,1996,1
1,1,1:21.740,1:21.095,1:19.815,vettel,red_bull,2011,11
3,2,1:21.636,1:21.105,1:19.978,hamilton,mclaren,2011,11
4,3,1:22.038,1:20.578,1:20.024,button,mclaren,2011,11
6,4,1:22.130,1:21.099,1:20.350,massa,ferrari,2011,11
5,5,1:21.578,1:20.262,1:20.365,alonso,ferrari,2011,11
2,6,1:22.208,1:20.890,1:20.474,webber,red_bull,2011,11
8,7,1:22.996,1:21.243,1:21.098,rosberg,mercedes,2011,11
14,8,1:22.237,1:22.000,1:21.445,sutil,force_india,2011,11
7,9,1:22.876,1:21.852,1:21.907,michael_schumacher,mercedes,2011,11
17,10,1:23.067,1:22.157,,perez,sauber,2011,11
15,11,1:22.976,1:22.256,,resta,force_india,2011,11
10,12,1:23.070,1:22.284,,petrov,renault,2011,11
16,13,1:23.278,1:22.435,,kobayashi,sauber,2011,11
9,14,1:23.024,1:22.470,,heidfeld,renault,2011,11
